Day	Ad Name	Delivery Status	Delivery Level	Campaign Name	Ad Set Name	Reach	Impressions	Clicks (All)	Unique Link Clicks	Amount Spent (BRL)	CPC (All)	Reporting Starts	Reporting Ends
3/6/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	305	340	10	5	0.98	0.098	3/6/2019	3/6/2019
2/19/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	191	216	9	2	1.01	0.11222222	2/19/2019	2/19/2019
2/27/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	226	236	3	1	1.03	0.34333333	2/27/2019	2/27/2019
2/12/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	338	451	21	6	1.98	0.09428571	2/12/2019	2/12/2019
3/4/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	325	341	5	1	0.97	0.194	3/4/2019	3/4/2019
2/20/2019	Publicação do Instagram: A trend da vez é usar e...	not_delivering	ad	[remo] Publicação do Instagram: A trend da vez é usar e...	Publicação do Instagram: A trend da vez é usar e...	53	53	0		0.39		2/20/2019	2/20/2019
5/29/2019	Publicação do Instagram: QUER ACOMPANHAR A...	not_delivering	ad	[remo] Publicação do Instagram: QUER ACOMPANHAR A...	Publicação do Instagram: QUER ACOMPANHAR A...	343	344	3	3	2.05	0.68333333	5/29/2019	5/29/2019
2/13/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	292	359	8	2	1.92	0.24	2/13/2019	2/13/2019
6/7/2019	[remo] Top Fashion (no products) | 10% Primeira Compra (telefone)	not_delivering	ad	[remo] Lead generation	[remo] Lead generation | Top Fashion (no products)	180	182	11	3	1.97	0.17909091	6/7/2019	6/7/2019
2/22/2019	Publicação do Instagram: Para tudooo pra essa...	not_delivering	ad	[remo] Publicação do Instagram: Para tudooo pra essa...	Publicação do Instagram: Para tudooo pra essa...	524	525	2	2	1.94	0.97	2/22/2019	2/22/2019
2/20/2019	Publicação do Instagram: E que tal esbajar...	not_delivering	ad	[remo] Publicação do Instagram: E que tal esbajar...	Publicação do Instagram: E que tal esbajar...	59	59	0		0.46		2/20/2019	2/20/2019
2/19/2019	Publicação do Instagram: E que tal esbajar...	not_delivering	ad	[remo] Publicação do Instagram: E que tal esbajar...	Publicação do Instagram: E que tal esbajar...	44	44	0		0.54		2/19/2019	2/19/2019
6/4/2019	[remo] Top Fashion (no products) | 10% Primeira Compra (telefone)	not_delivering	ad	[remo] Lead generation	[remo] Lead generation | Top Fashion (no products)	206	218	12	3	2.12	0.17666667	6/4/2019	6/4/2019
6/9/2019	[remo] Top Fashion (no products) | 10% Primeira Compra (telefone)	not_delivering	ad	[remo] Lead generation	[remo] Lead generation | Top Fashion (no products)	217	221	19	7	2.27	0.11947368	6/9/2019	6/9/2019
6/8/2019	[remo] Top Fashion (no products) | 10% Primeira Compra (telefone)	not_delivering	ad	[remo] Lead generation	[remo] Lead generation | Top Fashion (no products)	160	160	18	7	2.41	0.13388889	6/8/2019	6/8/2019
6/6/2019	[remo] Top Fashion (no products) | 10% Primeira Compra (telefone)	not_delivering	ad	[remo] Lead generation	[remo] Lead generation | Top Fashion (no products)	186	196	14	4	2.14	0.15285714	6/6/2019	6/6/2019
6/5/2019	[remo] Top Fashion (no products) | 10% Primeira Compra (telefone)	not_delivering	ad	[remo] Lead generation	[remo] Lead generation | Top Fashion (no products)	185	195	17	6	2.12	0.12470588	6/5/2019	6/5/2019
6/10/2019	[remo] Top Fashion (no products) | 10% Primeira Compra (telefone)	not_delivering	ad	[remo] Lead generation	[remo] Lead generation | Top Fashion (no products)	122	124	7	3	1.42	0.20285714	6/10/2019	6/10/2019
5/30/2019	Publicação do Instagram: QUER ACOMPANHAR A...	not_delivering	ad	[remo] Publicação do Instagram: QUER ACOMPANHAR A...	Publicação do Instagram: QUER ACOMPANHAR A...	187	187	1	1	1.49	1.49	5/30/2019	5/30/2019
6/2/2019	[remo] Top Fashion (no products) | 10% Primeira Compra (telefone)	not_delivering	ad	[remo] Lead generation	[remo] Lead generation | Top Fashion (no products)	228	237	12	4	2.1	0.175	6/2/2019	6/2/2019
6/3/2019	[remo] Top Fashion (no products) | 10% Primeira Compra (telefone)	not_delivering	ad	[remo] Lead generation	[remo] Lead generation | Top Fashion (no products)	225	227	9	3	1.98	0.22	6/3/2019	6/3/2019
6/1/2019	[remo] Top Fashion (no products) | 10% Primeira Compra (telefone)	not_delivering	ad	[remo] Lead generation	[remo] Lead generation | Top Fashion (no products)	173	177	18	5	2.55	0.14166667	6/1/2019	6/1/2019
5/30/2019	[remo] Top Fashion (no products) | 10% Primeira Compra (telefone)	not_delivering	ad	[remo] Lead generation	[remo] Lead generation | Top Fashion (no products)	256	267	13	2	2.49	0.19153846	5/30/2019	5/30/2019
5/31/2019	[remo] Top Fashion (no products) | 10% Primeira Compra (telefone)	not_delivering	ad	[remo] Lead generation	[remo] Lead generation | Top Fashion (no products)	229	242	6	2	2.64	0.44	5/31/2019	5/31/2019
2/21/2019	Publicação do Instagram: Se tem algo mais...	not_delivering	ad	[remo] Publicação do Instagram: Se tem algo mais...	Publicação do Instagram: Se tem algo mais...	110	110	8		0.66	0.0825	2/21/2019	2/21/2019
2/20/2019	Publicação do Instagram: Se tem algo mais...	not_delivering	ad	[remo] Publicação do Instagram: Se tem algo mais...	Publicação do Instagram: Se tem algo mais...	678	681	38	12	3.33	0.08763158	2/20/2019	2/20/2019
2/19/2019	Publicação do Instagram: Se tem algo mais...	not_delivering	ad	[remo] Publicação do Instagram: Se tem algo mais...	Publicação do Instagram: Se tem algo mais...	325	327	25	6	2.01	0.0804	2/19/2019	2/19/2019
2/21/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	158	168	5	2	0.97	0.194	2/21/2019	2/21/2019
2/28/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	172	190	6	1	0.98	0.16333333	2/28/2019	2/28/2019
2/21/2019	Publicação do Instagram: Para tudooo pra essa...	not_delivering	ad	[remo] Publicação do Instagram: Para tudooo pra essa...	Publicação do Instagram: Para tudooo pra essa...	15	15	0		0.14		2/21/2019	2/21/2019
6/23/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	1536	1648	75	28	5.47	0.07293333	6/23/2019	6/23/2019
6/30/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	741	782	34	16	3.32	0.09764706	6/30/2019	6/30/2019
7/3/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	351	361	14	8	1.77	0.12642857	7/3/2019	7/3/2019
7/1/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	902	944	46	21	3.06	0.06652174	7/1/2019	7/1/2019
6/15/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	15	18	0		0.07		6/15/2019	6/15/2019
7/2/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	919	963	36	10	3.7	0.10277778	7/2/2019	7/2/2019
6/25/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	947	1006	42	15	4.47	0.10642857	6/25/2019	6/25/2019
6/28/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	719	758	40	17	4.6	0.115	6/28/2019	6/28/2019
6/16/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	6	9	0		0.02		6/16/2019	6/16/2019
6/18/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	82	122	3	3	0.44	0.14666667	6/18/2019	6/18/2019
6/20/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	980	1167	65	30	5.09	0.07830769	6/20/2019	6/20/2019
6/22/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	1195	1402	60	20	5.16	0.086	6/22/2019	6/22/2019
6/29/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	878	1003	31	7	4.26	0.13741935	6/29/2019	6/29/2019
6/17/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	99	101	2		0.59	0.295	6/17/2019	6/17/2019
6/24/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	1323	1410	53	23	4.72	0.0890566	6/24/2019	6/24/2019
6/14/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	67	67	2		0.36	0.18	6/14/2019	6/14/2019
6/26/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	945	1008	27	12	4.57	0.16925926	6/26/2019	6/26/2019
6/12/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	84	94	2	1	0.28	0.14	6/12/2019	6/12/2019
6/19/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	367	403	20	8	2.14	0.107	6/19/2019	6/19/2019
6/27/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	677	737	20	10	3.88	0.194	6/27/2019	6/27/2019
2/19/2019	Publicação do Instagram: Seja pra curtir a...	not_delivering	ad	[remo] Publicação do Instagram: Seja pra curtir a...	Publicação do Instagram: Seja pra curtir a...	64	64	1		0.54	0.54	2/19/2019	2/19/2019
2/24/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	215	241	6	2	1.03	0.17166667	2/24/2019	2/24/2019
2/23/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	205	228	5	1	0.97	0.194	2/23/2019	2/23/2019
2/26/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	193	213	9	3	1	0.11111111	2/26/2019	2/26/2019
3/1/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	284	308	13	5	0.98	0.07538462	3/1/2019	3/1/2019
2/18/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	177	202	4	2	1	0.25	2/18/2019	2/18/2019
2/9/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	213	299	6	1	2.01	0.335	2/9/2019	2/9/2019
2/16/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	227	271	12	5	1.6	0.13333333	2/16/2019	2/16/2019
2/10/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	345	450	15	3	1.94	0.12933333	2/10/2019	2/10/2019
2/8/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	68	72	4	2	0.38	0.095	2/8/2019	2/8/2019
2/17/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	211	241	6	1	0.99	0.165	2/17/2019	2/17/2019
2/20/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	180	199	7	1	1.07	0.15285714	2/20/2019	2/20/2019
2/20/2019	Publicação do Instagram: Seja pra curtir a...	not_delivering	ad	[remo] Publicação do Instagram: Seja pra curtir a...	Publicação do Instagram: Seja pra curtir a...	112	112	2		0.46	0.23	2/20/2019	2/20/2019
2/15/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	277	359	4	3	1.99	0.4975	2/15/2019	2/15/2019
2/14/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	366	450	7	2	1.99	0.28428571	2/14/2019	2/14/2019
2/11/2019	Store collection All Products - Catalog sales	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales (all) | LA Instagram - Everyone who engaged (365 days)	335	420	10	2	1.91	0.191	2/11/2019	2/11/2019
2/25/2019	Publicação do Instagram: E quem é apaixonada pela...	not_delivering	ad	[remo] Publicação do Instagram: E quem é apaixonada pela...	Publicação do Instagram: E quem é apaixonada pela...	130	130	1	1	0.78	0.78	2/25/2019	2/25/2019
2/24/2019	Publicação do Instagram: E quem é apaixonada pela...	not_delivering	ad	[remo] Publicação do Instagram: E quem é apaixonada pela...	Publicação do Instagram: E quem é apaixonada pela...	211	211	0		1.06		2/24/2019	2/24/2019
2/23/2019	Publicação do Instagram: E quem é apaixonada pela...	not_delivering	ad	[remo] Publicação do Instagram: E quem é apaixonada pela...	Publicação do Instagram: E quem é apaixonada pela...	254	257	0		0.94		2/23/2019	2/23/2019
2/22/2019	Publicação do Instagram: E quem é apaixonada pela...	not_delivering	ad	[remo] Publicação do Instagram: E quem é apaixonada pela...	Publicação do Instagram: E quem é apaixonada pela...	22	22	0		0.22		2/22/2019	2/22/2019
6/28/2019	"Publicação do Instagram: Bolsa Tory Burch
Modelo:..."	not_delivering	ad	"Publicação do Instagram: Bolsa Tory Burch
Modelo:..."	"Publicação do Instagram: Bolsa Tory Burch
Modelo:..."	144	144	0		1.83		6/28/2019	6/28/2019
6/27/2019	"Publicação do Instagram: Bolsa Tory Burch
Modelo:..."	not_delivering	ad	"Publicação do Instagram: Bolsa Tory Burch
Modelo:..."	"Publicação do Instagram: Bolsa Tory Burch
Modelo:..."	212	212	0		2.17		6/27/2019	6/27/2019
2/23/2019	Publicação do Instagram: Para tudooo pra essa...	not_delivering	ad	[remo] Publicação do Instagram: Para tudooo pra essa...	Publicação do Instagram: Para tudooo pra essa...	443	443	0		1.92		2/23/2019	2/23/2019
6/25/2019	Publicação do Instagram: Relógio Michael Kors...	not_delivering	ad	Publicação do Instagram: Relógio Michael Kors...	Publicação do Instagram: Relógio Michael Kors...	412	412	0		1.89		6/25/2019	6/25/2019
6/11/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	74	76	6	4	0.28	0.04666667	6/11/2019	6/11/2019
6/1/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	40	42	3	1	0.18	0.06	6/1/2019	6/1/2019
6/7/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	131	134	1	1	0.37	0.37	6/7/2019	6/7/2019
6/2/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	44	48	1	1	0.23	0.23	6/2/2019	6/2/2019
5/25/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	70	71	1		0.49	0.49	5/25/2019	5/25/2019
6/6/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	119	119	0		0.31		6/6/2019	6/6/2019
5/20/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	53	53	2	1	0.23	0.115	5/20/2019	5/20/2019
6/11/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	31	31	0		0.29		6/11/2019	6/11/2019
5/18/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	48	48	0		0.26		5/18/2019	5/18/2019
5/24/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	38	39	0		0.4		5/24/2019	5/24/2019
5/16/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	72	73	3	1	0.39	0.13	5/16/2019	5/16/2019
6/10/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	46	46	2	1	0.23	0.115	6/10/2019	6/10/2019
5/31/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	45	45	1		0.43	0.43	5/31/2019	5/31/2019
5/27/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	81	81	2		0.57	0.285	5/27/2019	5/27/2019
5/11/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	31	31	0		0.24		5/11/2019	5/11/2019
5/22/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	62	62	3	2	0.38	0.12666667	5/22/2019	5/22/2019
5/8/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	22	22	0		0.15		5/8/2019	5/8/2019
5/29/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	48	49	1		0.48	0.48	5/29/2019	5/29/2019
5/19/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	62	63	4	1	0.29	0.0725	5/19/2019	5/19/2019
5/23/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	45	45	0		0.32		5/23/2019	5/23/2019
6/3/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	45	46	0		0.24		6/3/2019	6/3/2019
6/8/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	43	43	3	2	0.2	0.06666667	6/8/2019	6/8/2019
5/17/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	35	35	1	1	0.25	0.25	5/17/2019	5/17/2019
7/12/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	152	167	3	2	0.41	0.13666667	7/12/2019	7/12/2019
7/31/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	21	21	1		0.03	0.03	7/31/2019	7/31/2019
7/17/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	40	43	1		0.06	0.06	7/17/2019	7/17/2019
7/16/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	125	134	2	1	0.33	0.165	7/16/2019	7/16/2019
7/11/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	171	182	4	1	0.56	0.14	7/11/2019	7/11/2019
7/21/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	531	584	7	6	1.17	0.16714286	7/21/2019	7/21/2019
7/19/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	41	44	1	1	0.12	0.12	7/19/2019	7/19/2019
7/24/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	115	125	2	2	0.37	0.185	7/24/2019	7/24/2019
7/14/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	111	115	4	3	0.25	0.0625	7/14/2019	7/14/2019
6/17/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	6	6	0		0.03		6/17/2019	6/17/2019
6/9/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	38	41	2	1	0.15	0.075	6/9/2019	6/9/2019
6/12/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	48	49	0		0.21		6/12/2019	6/12/2019
6/14/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	18	19	0		0.09		6/14/2019	6/14/2019
6/4/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	49	49	0		0.33		6/4/2019	6/4/2019
6/16/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	11	11	0		0.03		6/16/2019	6/16/2019
6/5/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	32	33	0		0.1		6/5/2019	6/5/2019
6/15/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	15	15	1	1	0.09	0.09	6/15/2019	6/15/2019
5/26/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	70	70	3	1	0.36	0.12	5/26/2019	5/26/2019
5/30/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	64	64	3	1	0.47	0.15666667	5/30/2019	5/30/2019
5/13/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	20	20	1		0.09	0.09	5/13/2019	5/13/2019
5/21/2019	[remo] Melissa (brechó | BR | 25<>34) | Sac Bag	not_delivering	ad	[remo] Conversions	[remo] Conversions | Melissa (brechó | BR | 25<>34)	79	79	1		0.26	0.26	5/21/2019	5/21/2019
6/26/2019	Publicação do Instagram: Relógio Michael Kors...	not_delivering	ad	Publicação do Instagram: Relógio Michael Kors...	Publicação do Instagram: Relógio Michael Kors...	377	378	1	1	2.11	2.11	6/26/2019	6/26/2019
5/10/2019	Publicação do Instagram: Quer desfrutar de um dia...	not_delivering	ad	[remo] Publicação do Instagram: Quer desfrutar de um dia...	Publicação do Instagram: Quer desfrutar de um dia...	60	61	0		2.03		5/10/2019	5/10/2019
6/18/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	1066	1144	92	26	4.98	0.05413043	6/18/2019	6/18/2019
6/17/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	71	72	7	3	0.37	0.05285714	6/17/2019	6/17/2019
6/16/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	54	54	3	1	0.25	0.08333333	6/16/2019	6/16/2019
6/15/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Lookalike Instagram	88	95	2	1	0.38	0.19	6/15/2019	6/15/2019
