Day	Ad Name	Delivery Status	Delivery Level	Campaign Name	Ad Set Name	Reach	Impressions	Clicks (All)	Unique Link Clicks	Amount Spent (BRL)	CPC (All)	Reporting Starts	Reporting Ends
1/25/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	107	322	17	6	11.84	0.69647059	1/25/2020	1/25/2020
1/24/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	107	304	7	4	11.85	1.69285714	1/24/2020	1/24/2020
1/23/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	77	252	17	6	11.05	0.65	1/23/2020	1/23/2020
1/22/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	66	136	3	2	7.08	2.36	1/22/2020	1/22/2020
1/21/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	50	101	3	2	9.83	3.27666667	1/21/2020	1/21/2020
1/20/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	52	81	13	7	2.81	0.21615385	1/20/2020	1/20/2020
11/29/2019	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	1	1	0		0.06		11/29/2019	11/29/2019
9/8/2019	[remo] Top Fashion Brands | Conheça o site	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	88	99	5	4	0.24	0.048	9/8/2019	9/8/2019
2/1/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	143	376	16	4	12.18	0.76125	2/1/2020	2/1/2020
9/7/2019	[remo] Top Fashion Brands | Conheça o site	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	52	55	0		0.1		9/7/2019	9/7/2019
9/6/2019	[remo] Top Fashion Brands | Conheça o site	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	16	16	0		0.04		9/6/2019	9/6/2019
9/5/2019	[remo] Top Fashion Brands | Conheça o site	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	33	38	0		0.12		9/5/2019	9/5/2019
9/4/2019	[remo] Top Fashion Brands | Conheça o site	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	99	103	0		0.25		9/4/2019	9/4/2019
9/3/2019	[remo] Top Fashion Brands | Conheça o site	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	209	214	2	2	0.43	0.215	9/3/2019	9/3/2019
9/2/2019	[remo] Top Fashion Brands | Conheça o site	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	100	102	1	1	0.21	0.21	9/2/2019	9/2/2019
9/11/2019	Publicação do Instagram: Presença mais que...	not_delivering	ad	Publicação do Instagram: Presença mais que...	Publicação do Instagram: Presença mais que...	43	44	0		0.55		9/11/2019	9/11/2019
9/10/2019	Publicação do Instagram: Presença mais que...	not_delivering	ad	Publicação do Instagram: Presença mais que...	Publicação do Instagram: Presença mais que...	75	75	1	1	1.1	1.1	9/10/2019	9/10/2019
9/9/2019	Publicação do Instagram: Presença mais que...	not_delivering	ad	Publicação do Instagram: Presença mais que...	Publicação do Instagram: Presença mais que...	11	11	0		0.35		9/9/2019	9/9/2019
9/27/2019	Publicação do Instagram: A @michaelkors como...	not_delivering	ad	Publicação do Instagram: A @michaelkors como...	Publicação do Instagram: A @michaelkors como...	41	41	0		0.3		9/27/2019	9/27/2019
9/26/2019	Publicação do Instagram: A @michaelkors como...	not_delivering	ad	Publicação do Instagram: A @michaelkors como...	Publicação do Instagram: A @michaelkors como...	199	199	0		1.05		9/26/2019	9/26/2019
9/25/2019	Publicação do Instagram: A @michaelkors como...	not_delivering	ad	Publicação do Instagram: A @michaelkors como...	Publicação do Instagram: A @michaelkors como...	92	92	2	2	0.65	0.325	9/25/2019	9/25/2019
1/31/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	125	359	8	6	11.58	1.4475	1/31/2020	1/31/2020
2/2/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	149	405	7	4	12.45	1.77857143	2/2/2020	2/2/2020
12/18/2019	"Publicação do Instagram: Quem nunca?
.
.
...."	not_delivering	ad	"Publicação do Instagram: Quem nunca?
.
.
...."	"Publicação do Instagram: Quem nunca?
.
.
...."	443	443	1	1	1.05	1.05	12/18/2019	12/18/2019
2/17/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	115	335	7	3	12.24	1.74857143	2/17/2020	2/17/2020
12/17/2019	"Publicação do Instagram: Quem nunca?
.
.
...."	not_delivering	ad	"Publicação do Instagram: Quem nunca?
.
.
...."	"Publicação do Instagram: Quem nunca?
.
.
...."	1025	1027	7	7	2.07	0.29571429	12/17/2019	12/17/2019
12/16/2019	"Publicação do Instagram: Quem nunca?
.
.
...."	not_delivering	ad	"Publicação do Instagram: Quem nunca?
.
.
...."	"Publicação do Instagram: Quem nunca?
.
.
...."	351	351	1	1	0.88	0.88	12/16/2019	12/16/2019
2/27/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	61	180	5	4	10.65	2.13	2/27/2020	2/27/2020
2/26/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	87	242	7	4	11.82	1.68857143	2/26/2020	2/26/2020
2/25/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	82	220	12	4	12.25	1.02083333	2/25/2020	2/25/2020
2/24/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	91	242	11	3	11.85	1.07727273	2/24/2020	2/24/2020
2/23/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	98	276	15	5	11.83	0.78866667	2/23/2020	2/23/2020
2/22/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	88	257	15	6	11.28	0.752	2/22/2020	2/22/2020
2/21/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	90	266	12	5	11.72	0.97666667	2/21/2020	2/21/2020
2/20/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	98	292	16	7	12.73	0.795625	2/20/2020	2/20/2020
2/19/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	105	263	1		11.7	11.7	2/19/2020	2/19/2020
2/18/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	114	339	13	3	10.56	0.81230769	2/18/2020	2/18/2020
2/16/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	114	332	7	5	11.9	1.7	2/16/2020	2/16/2020
2/3/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	152	463	23	4	12.68	0.55130435	2/3/2020	2/3/2020
2/15/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	119	362	9	3	12.16	1.35111111	2/15/2020	2/15/2020
2/14/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	108	329	12	6	11.71	0.97583333	2/14/2020	2/14/2020
2/13/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	111	299	6	3	12.55	2.09166667	2/13/2020	2/13/2020
2/12/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	115	313	17	8	11.87	0.69823529	2/12/2020	2/12/2020
2/11/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	113	346	11	6	12.03	1.09363636	2/11/2020	2/11/2020
2/10/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	133	390	7	3	11.27	1.61	2/10/2020	2/10/2020
2/9/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	142	459	19	7	11.73	0.61736842	2/9/2020	2/9/2020
2/8/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	138	402	9	4	11.3	1.25555556	2/8/2020	2/8/2020
2/7/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	121	325	6	4	11.93	1.98833333	2/7/2020	2/7/2020
2/6/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	124	367	5	3	11.57	2.314	2/6/2020	2/6/2020
2/5/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	136	379	30	6	11.74	0.39133333	2/5/2020	2/5/2020
2/4/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	155	443	25	7	12.03	0.4812	2/4/2020	2/4/2020
9/11/2019	[remo] LA Instagram Engaged RJ (placement filter) | David Brasil	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ (placement filter)	6556	6556	2		3.78	1.89	9/11/2019	9/11/2019
12/3/2019	Publicação do Instagram: :: CYBER MONDAY ::...	not_delivering	ad	Publicação do Instagram: :: CYBER MONDAY ::...	Publicação do Instagram: :: CYBER MONDAY ::...	362	362	8	8	2.03	0.25375	12/3/2019	12/3/2019
2/20/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	727	727	13	10	2.18	0.16769231	2/20/2020	2/20/2020
1/6/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1488	1502	28	18	2.03	0.0725	1/6/2020	1/6/2020
1/18/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	827	828	19	14	2	0.10526316	1/18/2020	1/18/2020
1/17/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	715	717	14	9	2	0.14285714	1/17/2020	1/17/2020
1/16/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	782	784	14	8	1.97	0.14071429	1/16/2020	1/16/2020
1/15/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	986	986	19	13	1.98	0.10421053	1/15/2020	1/15/2020
1/14/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1016	1021	15	6	1.99	0.13266667	1/14/2020	1/14/2020
1/13/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1130	1132	19	6	2.04	0.10736842	1/13/2020	1/13/2020
1/12/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	850	851	19	9	2.02	0.10631579	1/12/2020	1/12/2020
1/11/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	715	716	20	13	2	0.1	1/11/2020	1/11/2020
1/10/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	683	687	12	8	1.94	0.16166667	1/10/2020	1/10/2020
1/9/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	788	789	14	10	2.03	0.145	1/9/2020	1/9/2020
1/8/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1102	1109	7	5	2.01	0.28714286	1/8/2020	1/8/2020
1/7/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1196	1200	26	17	1.99	0.07653846	1/7/2020	1/7/2020
1/5/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1437	1445	30	20	2	0.06666667	1/5/2020	1/5/2020
1/20/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	844	846	19	10	1.98	0.10421053	1/20/2020	1/20/2020
1/4/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1602	1608	23	14	2.06	0.08956522	1/4/2020	1/4/2020
1/3/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1399	1413	25	13	1.99	0.0796	1/3/2020	1/3/2020
1/2/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1869	1881	26	17	2.02	0.07769231	1/2/2020	1/2/2020
1/1/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1742	1749	21	11	2.03	0.09666667	1/1/2020	1/1/2020
12/31/2019	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1115	1117	12	10	1.97	0.16416667	12/31/2019	12/31/2019
12/30/2019	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1174	1177	14	10	1.93	0.13785714	12/30/2019	12/30/2019
12/29/2019	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1027	1031	20	10	2	0.1	12/29/2019	12/29/2019
12/28/2019	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1004	1010	16	10	2	0.125	12/28/2019	12/28/2019
12/27/2019	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1025	1030	35	18	2.03	0.058	12/27/2019	12/27/2019
12/26/2019	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1195	1195	17	11	2.01	0.11823529	12/26/2019	12/26/2019
12/25/2019	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	815	817	17	8	2.01	0.11823529	12/25/2019	12/25/2019
12/24/2019	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	835	838	25	13	1.97	0.0788	12/24/2019	12/24/2019
1/19/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	869	869	13	10	2.01	0.15461538	1/19/2020	1/19/2020
1/21/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	782	787	19	12	1.98	0.10421053	1/21/2020	1/21/2020
12/22/2019	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	948	950	23	13	2	0.08695652	12/22/2019	12/22/2019
2/6/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1434	1437	13	7	2.22	0.17076923	2/6/2020	2/6/2020
2/19/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	801	801	14	11	2.23	0.15928571	2/19/2020	2/19/2020
2/18/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	970	973	9	5	2.19	0.24333333	2/18/2020	2/18/2020
2/17/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1373	1374	7	3	2.18	0.31142857	2/17/2020	2/17/2020
2/16/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	438	439	1	1	0.7	0.7	2/16/2020	2/16/2020
2/15/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	969	969	8	5	2.24	0.28	2/15/2020	2/15/2020
2/14/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	971	972	12	10	2.24	0.18666667	2/14/2020	2/14/2020
2/13/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1131	1135	12	10	2.22	0.185	2/13/2020	2/13/2020
2/12/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1139	1139	10	8	2.21	0.221	2/12/2020	2/12/2020
2/11/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1298	1302	17	10	2.18	0.12823529	2/11/2020	2/11/2020
2/10/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1568	1571	11	10	2.2	0.2	2/10/2020	2/10/2020
2/8/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1289	1289	15	10	2.2	0.14666667	2/8/2020	2/8/2020
2/7/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	1561	1562	22	18	2.21	0.10045455	2/7/2020	2/7/2020
